stars,text,clean_text
4,"view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari, juga perlu dibangun pagar2 dan tangga demi keselamatan bersama",view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari juga perlu dibangun pagar dan tangga demi keselamatan bersama
5,"Pemandangan exotik
Asri n indah.cuman harus dikelola oleh satu instansi atau swasta yang berpengalaman. Supaya tidak semrawut. Terutama mengenai jalur masuk nya, retribusi nya.",pemandangan exotik asri n indahcuman harus dikelola oleh satu instansi atau swasta yang berpengalaman supaya tidak semrawut terutama mengenai jalur masuk nya retribusi nya
4,Good place 👍👌,good place
5,Lumayan mempesona cuma kli siang kurng bagus. Saran buat yang mau kesini pagi banget atau sore sklian,lumayan mempesona hanya kli siang kurng bagus saran buat yang mau kesini pagi sekali atau sore sklian
5,Pengalaman yang baik.,pengalaman yang baik
4,Exotic buat background pemandangan,exotic buat background pemandangan
5,Asri,asri
3,Lumayan,lumayan
4,"Bagus,sebagai destinasi wisata...",bagussebagai destinasi wisata
1,"Banyak pungli masuk motor hari selasa
Masuk portal bayar 2rb/orang, masuk dikasih tiket warna pink, masuk lagi ke parkiran ditagih 5rb / orang",banyak pungli masuk motor hari selasa masuk portal bayar rborang masuk dikasih tiket warna pink masuk lagi ke parkiran ditagih rb orang
3,"bagus, ada beberapa spit foto, namun cuaca biasanya terik dan tempat jauh dari parkiran mobil, butuh banyak jalan",bagus ada beberapa spit foto namun cuaca biasanya terik dan tempat jauh dari parkiran mobil butuh banyak jalan
5,Sangat unik,sangat unik
4,"View nya bagus
Tempatnya dingin dan sejuk",view nya bagus tempatnya dingin dan sejuk
4,Panas panase hawa nek dunya sing ngrassakne wong akeh.. hehehehheehe panase ati rasakne dewe 😀😀😛,panas panase hawa nek dunya sing ngrassakne wong banyak hehehehheehe panase ati rasakne dewe
3,Area pertambangan batu kapur,area pertambangan batu kapur
2,Tidak memuaskan..ķecewa,tidak memuaskanecewa
5,"ما شاء الله.
Keren banget tempatnya..instagramable..
Tapi ada yg perlu diperbaiki..yaitu akses jalan menuju lokasi (ada bbrp titik pungli) dan juga toitel nya perlu penerangan yg cukup.
Selebihnya...keren,bagus and okey😉😍",keren sekali tempatnyainstagramable tapi ada yang perlu diperbaikiyaitu akses jalan menuju lokasi ada beberapa titik pungli dan juga toitel nya perlu penerangan yang cukup selebihnyakerenbagus dan okey
4,Danaunya tidak biru lg,danaunya tidak biru lagi
5,Ini juga bagus pemandangannya,ini juga bagus pemandangannya
5,Keren,keren
4,Bekas galian tambang batu kapur,bekas galian tambang batu kapur
5,Bukit jeddih my village 😃,bukit jeddih punyaku village
5,"Sebenar nya bagus dibuat wisata keluarga atau wisatawan luar kota,, cuman sedikit kurang sentuhan, tata kelola dan pengelolaan,, jd terkesan tidak terurus..
Kayak wisata bukit jeddih perlu studi banding ke stigi yg berada di kawasan gresik,

Saporah,, 🙏🙏🙏",sebenar nya bagus dibuat wisata keluarga atau wisatawan luar kota hanya sedikit kurang sentuhan tata kelola dan pengelolaan jd terkesan tidak terurus seperti wisata bukit jeddih perlu studi banding ke stigi yang berada di kawasan gresik saporah
4,"Jalanan k tempat agak susah. Lagi beruntung karena hari biasa dan siang hari, jadi tidak ada pengunjung lain. Serasa VIP 😎 Mas nya baik banget nunjukin tempat2 foto, semi tur guide, sekaligus jd fotografer  🤭",jalanan k tempat agak susah lagi beruntung karena hari biasa dan siang hari jadi tidak ada pengunjung lain serasa vip kakak nya baik sekali nunjukin tempat foto semi tur guide sekaligus jd fotografer
4,Tiket masuk 10 rb per kepala,tiket masuk rb per kepala
4,"Serasa lagi di bukit manaaa gitu. Hehe RT
Padahal di madura.",serasa lagi di bukit manaaa gitu hehe rt padahal di madura
1,Ngeri banyak pungli.....heran aku apakah stigma negatif ttg area pulau ini bisa hilang?.....terlalu banya orang yg aji mumpung dan tak sungkan2 minta duit...ngga malu pungli....kek mau nolong arahin ujung2nya ya minta duit....padahal kalau dikelola profesional cukup bagus...,ngeri banyak pungliheran aku apakah stigma negatif tentang area pulau ini bisa hilangterlalu banya orang yang aji mumpung dan tidak sungkan minta duitngga malu punglikek mau nolong arahin ujungnya ya minta duitpadahal kalau dikelola profesional cukup bagus
3,Gak alami... karena buatan manusia.,tidak alami karena buatan manusia
3,Tidak terawat dgn baik...sepi (mungkin saat pandemi in). Akses jalan menuju bukit jaddih memprihatinkan.,tidak terawat dengan baiksepi mungkin saat pandemi di akses jalan menuju bukit jaddih memprihatinkan
4,"Cukup indah, perpaduan alam dengan intruksi manusia. Cuma pelayanannya kurang.",cukup indah perpaduan alam dengan intruksi manusia hanya pelayanannya kurang
5,Bagus tempatnya..pelayanan nya sangat memuaskan,bagus tempatnyapelayanan nya sangat memuaskan
2,"Sptnya sdh tdk semenarik waktu awal2 dibuka ditambah banyaknya yg melakukan pungutan yg tdk resmi, minim sarpras penunjang, kurangnya petunjuk jalan ke tempat wisata dimaksud ditambah pandemi, menjadikannya sepi pengunjung. Kasihan orang2 yg bener2 bekerja disitu dgn sungguh2 spt penarik perahu dan penjual. Sptnya faktor utama, terlalu banyak pungli dan ketidak jelasan pengelolaan. Semoga kedepannya bisa diperbaiki semuanya, agar para pekerja yg menggantungkan hidupnya di sektor pariwisata tsb bisa survive, tumbuh dan berkembang",sptnya sdh tidak semenarik waktu awal dibuka ditambah banyaknya yang melakukan pungutan yang tidak resmi minim sarpras penunjang kurangnya petunjuk jalan ke tempat wisata dimaksud ditambah pandemi menjadikannya sepi pengunjung kasihan orang yang benar bekerja disitu dengan sungguh seperti penarik perahu dan penjual sptnya faktor utama terlalu banyak pungli dan ketidak jelasan pengelolaan semoga kedepannya bisa diperbaiki semuanya agar para pekerja yang menggantungkan hidupnya di sektor pariwisata tersebut bisa bertahan tumbuh dan berkembang
3,"Panasss, tapi okey lah, mantapp ☺",panasss tapi okey lah mantap
5,Exotic sites.,exotic sites
5,Spot foto keren... Untung pas datang suasana ngk panas... Jd bisa dpt hasil foto yg bagus... Cm akses masuk ke jaddih jalannya ngk rata,titik foto keren untung pas datang suasana tidak panas jd bisa dapat hasil foto yang bagus cm akses masuk ke jaddih jalannya tidak rata
4,Asyik cuma waktu itu sepi ya karena masih ada corona tapi ya ada aja pengunjung,asyik hanya waktu itu sepi ya karena masih ada corona tapi ya ada saja pengunjung
4,"Tempat cukup bersih dan menarik, tapi sayangnya kebanyakan pungutan masuk, pertama mau masuk lokasi dikenakan 20rb per kendaraan,lalu mau masuk parkir di tarik lagi pungutan 5rb per orang, karena kami ber 4 maka total biaya masuk nya 40rb",tempat cukup bersih dan menarik tapi sayangnya kebanyakan pungutan masuk pertama mau masuk lokasi dikenakan rb per kendaraanlalu mau masuk parkir di tarik lagi pungutan rb per orang karena kami ber maka total biaya masuk nya rb
3,"Kesini karena iseng,silahkan klo mau kesini. Cuma jangan kaget klo kena biaya karcis berlapis2",kesini karena isengsilahkan kalau mau kesini hanya jangan kaget kalau kena biaya karcis berlapis
5,It's so hot at noon,its jadi hot at noon
4,"Bagus saya suka, cuma ases jl saja perlu diperbaiki",bagus aku suka hanya ases jl saja perlu diperbaiki
5,Bagus,bagus
4,Keren.. aksesnya yg susah masih jadi satu dg truk material,keren aksesnya yang susah masih jadi satu dengan truk material
5,Baguus,baguus
5,Sangat cocok untuk foto foto,sangat cocok untuk foto foto
5,"Jika tidak di kelola dg baik, saya khawatir tempat ini makin lama akan punah. Krn banyaknya penambang batu yg membuat cepat habis bebatuan di tempat wisata ini.",jika tidak di kelola dengan baik aku khawatir tempat ini makin lama akan punah karena banyaknya penambang batu yang membuat cepat habis bebatuan di tempat wisata ini
5,Luar biasa...,luar biasa
5,Good,good
4,Lokasi nya bagus,lokasi nya bagus
5,"Keren tempatnya cuma belum teroganisir dengan baik, banyak banget bayarnya di awal bayar 5k masuk lagi bayar 10k trus parkir bayar 10k lagi. Siapin uang 25 ya gaes",keren tempatnya hanya belum teroganisir dengan baik banyak sekali bayarnya di awal bayar k masuk lagi bayar k terus parkir bayar k lagi siapin uang ya teman
5,Indah sekali,indah sekali
1,"Akibat keserakahan manusia bukit jaddih lama"" akan hilang",akibat keserakahan manusia bukit jaddih lama akan hilang
5,Untuk swafoto bagus,untuk swafoto bagus
3,"Dulu ramai,kini sepi krn pendemi,buat pengelola ditambahkan jaring di atas supaya tidak terlalu panas,saya tgl 13 maret 2021,kasihan warung2nya.kurang promosi di medsos pengelolanya",dulu ramaikini sepi karena pendemibuat pengelola ditambahkan jaring di atas supaya tidak terlalu panassaya tanggal maret kasihan warungnyakurang promosi di medsos pengelolanya
5,Sip,sip
1,Pemandangannya bagus,pemandangannya bagus
4,"Siips....

Indah pokoknya...
Kayak tebing breksi di jogja",siips indah pokoknya seperti tebing breksi di jogja
5,Sore kereeen,sore kereeen
5,Kawasan wisata alamiah,kawasan wisata alamiah
5,Keren bangett,keren sekali
5,dari pasuruan harus lewat surabaya,dari pasuruan harus lewat surabaya
4,Instagramable.bagus .tp akses nya kurang bagus.jalan nya jelek.banyak pungutan untuk pembangunan jalan tp jalannya masuknya jelek.tp terobati dg view yg bagus,instagramablebagus tapi akses nya kurang bagusjalan nya jelekbanyak pungutan untuk pembangunan jalan tapi jalannya masuknya jelektp terobati dengan view yang bagus
5,"Tempat yang Lumayan Bagus , Sepi banget waktu kesini , cocok buat liburan rame rame bareng ,panas banget tapi kebantu angin yang lumayan kencang , 2x tarif di pintu awal dan pintu akhir , tempat bersih , full kapur dari ujung ke ujung , banyak warung juga jadi tidak perlu khawatir kalau haus maupun lapar karena banyak orang jualan , pas juga buat Nongki , ada banyak spot untuk foto Selfi , ada perahu hias juga , cuma bayar 10.000 per orang sudah bisa di ajak keliling menulusuri danau sampai goa putih , tempat nya sangat luas lumayan bersih , orang nya ramah dan sopan dan welcome banget sama pendatang , Recommended banget ini wisata salah satu yang ada di Madura Bangkalan Jatim , Terima Kasih Sukses Selalu 🙏👍",tempat yang lumayan bagus sepi sekali waktu kesini cocok buat liburan rame rame bareng panas sekali tapi kebantu angin yang lumayan kencang x tarif di pintu awal dan pintu akhir tempat bersih penuh kapur dari ujung ke ujung banyak warung juga jadi tidak perlu khawatir kalau haus maupun lapar karena banyak orang jualan pas juga buat kumpul ada banyak titik untuk foto selfi ada perahu hias juga hanya bayar per orang sudah bisa di ajak keliling menulusuri danau sampai goa putih tempat nya sangat luas lumayan bersih orang nya ramah dan sopan dan selamat datang sekali sama pendatang recommended sekali ini wisata salah satu yang ada di madura bangkalan jatim terima kasih sukses selalu
4,"Jangan kesini pas siamg hari ya...
Alamat g bisa foto²",jangan kesini pas siamg hari ya alamat tidak bisa foto
3,"jalannya itu lho
bergelombang",jalannya itu lho bergelombang
1,Kurang tertata dengan baik,kurang tertata dengan baik
5,Very nice place,sangat baik place
5,"Cantik.
Ada rakit yg bapak pengemudinya bisa mengarahkan gaya foto.",cantik ada rakit yang bapak pengemudinya bisa mengarahkan gaya foto
3,Panas,panas
5,"Tempatnya bagus, masuk mobil 20.000 dan perorangan 5.000. bagus tempat foto2",tempatnya bagus masuk mobil dan perorangan bagus tempat foto
4,Maybe it is a limestone mine. but It is definitely one of local hotspot near surabaya. There is a strange guy^^. He'll be a good photographer to you and your family. He made wonderful memories for us.,mungkin it adalah a limestone mine but it adalah definitely satu of local hotspot near surabaya there adalah a strange guy hell be a good photographer ke kamu dan your family dia made wonderful memories untuk kami
4,"Tempat buat rekreasi kluarga yg menawarkan pemandangan dri atas bukit, tapi tiap pindah tepat bayar karena beda wilayah ..

Kolam renang raksasa d bawah nya juga enak buat berenang, tapi panas tanpa ada atap d atas nya ..

Fasilitas lengkap termasuk toilet, kamar mandi, ruang ganti baju, warung ..",tempat buat rekreasi kluarga yang menawarkan pemandangan dari atas bukit tapi tiap pindah tepat bayar karena beda wilayah kolam renang raksasa di bawah nya juga enak buat berenang tapi panas tanpa ada atap di atas nya fasilitas lengkap termasuk toilet kamar mandi ruang ganti baju warung
5,Tanbatan pangkalan bomas,tanbatan pangkalan bomas
5,Mantap,mantap
5,tempat wisata dgn view yg bagus,tempat wisata dengan view yang bagus
3,Banyak bayar parkir !,banyak bayar parkir
4,Jalannya menuju lokasi kalo dr arah suramadu kaya jalan kampung,jalannya menuju lokasi kalau dari arah suramadu seperti jalan kampung
5,Recomended untuk dikunjungi para warga madura dan surabaya raya.. bagus lokasinya 👌,recomended untuk dikunjungi para warga madura dan surabaya raya bagus lokasinya
1,"Terlalu banyak pungli,siapin banyak uang recehan kalau kesana",terlalu banyak punglisiapin banyak uang recehan kalau kesana
5,Bagus tempatnya,bagus tempatnya
5,Bagus kok. Yg penting angle dan kameranya juga mendukung. Tebing breksinya Madura ini.,bagus kok yang penting angle dan kameranya juga mendukung tebing breksinya madura ini
5,Bukit unik dari hasil karya penambang batu,bukit unik dari hasil karya penambang batu
1,"Gak sesuai gambar yg di blogger or google. Biasa aja, dan kotor airnya. Jauh banget dan kebanyakan bayar.",tidak sesuai gambar yang di blogger atau google biasa saja dan kotor airnya jauh sekali dan kebanyakan bayar
4,Sebenarnya tempatnya asik mungkin karena kurang perawatan dan akses jalannya yg gk enak,sebenarnya tempatnya asyik mungkin karena kurang perawatan dan akses jalannya yang tidak enak
1,"- Banyak Pungli, siap siap uang banyak aja
- Tempat wisatanya cuma danaunya, jadi nggak begitu luas, nggak sesuai ekspektasi
- Kalau kesana mending langsung masuk ke bagian danaunya aja, paling sedikit bayar 2x (pintu masuk danau, sama masuk ke bukitnya).
TAPI SAYA SARANIN JANGAN KESANA, pasti nyesel klo kesana
- Sebenarnya ini tambang kapur yang masih beraktifitas, banyak excavator dan truk lalu lalang
- Nggak ada pemandu arah dsb
- Nggak cocok buat wisata, apalagi yg dari jauh SAYA SARANIN CANCEL AJA",banyak pungli siap siap uang banyak saja tempat wisatanya hanya danaunya jadi tidak begitu luas tidak sesuai ekspektasi kalau kesana mending langsung masuk ke bagian danaunya saja paling sedikit bayar x pintu masuk danau sama masuk ke bukitnya tapi aku saranin jangan kesana pasti nyesel kalau kesana sebenarnya ini tambang kapur yang masih beraktifitas banyak excavator dan truk lalu lalang tidak ada pemandu arah dsb tidak cocok buat wisata apalagi yang dari jauh aku saranin cancel saja
3,Perlu dikembangkan lagi,perlu dikembangkan lagi
5,Bagus,bagus
5,"Cukup melelahkan sih bisa ke bukit kapru ini 🥴
Sebab Map nya tidak sesuai dengan titik lokasi Wisata nya.. jadi buat Google agar data map di benerin lagi agar pengunjung baru tidak kesasar  sesuai titik jalan ke tempat wisata nya..",cukup melelahkan sih bisa ke bukit kapru ini sebab map nya tidak sesuai dengan titik lokasi wisata nya jadi buat google agar data map di benerin lagi agar pengunjung baru tidak kesasar sesuai titik jalan ke tempat wisata nya
