stars,teks
5,pemandangan bagus dan bersih meski dari pertambangan kapur yang diola menjadi tempat wisata akses jalannya cukup mudah dan untuk harga tiketnya juga murah cocok sih kalau buat sesi foto prewed karena banyak titik foto yang memiliki view bagus tersedia juga tempat parkir yang luas
4,salah satu tempat wisata terbaik di kawasan madura jawa timur tempat ini menjadi tempat terbaik untuk dikunjungi saat berkunjung ke kabupaten bangkalan pulau madura di sepanjang kawasan kamu dapat menikmati pemandangan indah formasi geologi batu kapur tebing aku dan danau karst biru serta melihat proses penambangan blok batu kapur untuk bahan konstruksi pembuatan beton dsb jika kamu berjalan melewati puncak perbukitan kamu akan melihat pemandangan indah pulau madura serta kota surabaya di dekatnya dan jembatan suramadu yang terkenal aku ingat mengunjungi tempat ini pada tahun dan kemudian lagi pada tahun bersama anggota keluarga aku namun siapa pun juga harus berhatihati dengan petugas parkir terdekat karena beberapa dari mereka bahkan akan melakukan penipuan untuk biaya parkir bahkan ada yang meminta biaya parkir yang lebih tinggi pokoknya tempat ini paling recomended untuk dikunjungi saat berkunjung ke provinsi jawa timur
1,berdebu
4,sekarang tidak terawat tidak sebagus di foto
5,mengesankan sekali pemandangannya bagus
5,semakin keren saja bukit kapur yang ada di ujun barat pulau madura ini
4,sekarang ini adalah tempat wisata yang ditinggalkan banyak retribusi tidak resmi
5,pertama kali kesini tempatnya panas memang bukit kapur ada kolam dengan sedikit air tapi justru menambah eksotis lokasinya
2,hmm
5,rumayan lah bagus
5,satu of sebuah beautiful places ke ambil pictures dan relax bekas tambang batu bata yang disulap menjadi tempat wisata
4,tempatnya luas cocok buat mengabadikan peristiwa tapi karcisnya agak lumayan mehong
5,panas
5,keren buat foto
5,tempat nya bsgus tapi panas
5,wisata alam yang sangat indah
4,tempat unik
5,view natural galian tambang
5,wisata yang unik dan tidak menguras kantong
4,tempat lumayan tapi panas dan banyak tukang palaknya
5,luar biasa
2,jaddih riwayatmu kini dari sebuah bukit kecil indah sampai hari ini sebagai kawasan yang bahkan menurutku sudah tidak layak lagi disebut sebagai sebuah tempat wisata ntahlah dulu saat ramadhan an tempat ini masih begitu bagus asri dan minim pungli sampai sekarang akhirnya balik kesana lagi karena pemberitahuan kenangan fb benar sangat memprihatinkan mulai dari kawasan yang rusak pungli dan minim sekali rumput hijau diatas bukitnya
5,buatan manusiasisa sisa pertambangan yang masih aktiftetapi panoramanya exotis
4,bagus
3,indah dan mempesona tapi fanas
5,luar biasa
5,instagramable tapi panas sih karena memang area bukit kapur ya masih ada aktivitas tambang jadi lumayan punya backsound khas akses sebenarnya mudah akan lebih baik ditambah plang penunjuk jalan lagi supaya bisa diakses meski luring perlu papan petunjuk yang informatif juga si ketika di dalem area wisatanya karena kadang suka nyasar ke tempat orang tambang jalan buntu puncak buntu heheh
3,syang sekali tempatnya kurang terawat mungkin karena pandemi
5,tempat yang oke di madura tapi sayangnya banyak orang gajelasnya sudah kena biaya parkirmasuk ketemu yang lain dimintain lagi apa itu bukan palak namanya haha tidak kaget lah orang sana
3,tempat bersantai bersama keluarga dan teman untuk mengakhiri aktivitas seharihari
5,mumpung ada acara di bangkalan silam sempatkan mampir ke wisata bukit jaddhih entah penampakannya seperti apa di tahun ini overall tempatnya bagus
4,pastinya panas sekali tapi kalau sudah masuk banyak titik foto bagus entah kenapa waktu ke situ tidak ada pengunjung dan seperti sudah lama tidak dikelola lagi banyak fasilitas dan warungwarung terbengkalai
4,baru saja nyobain lagi datang kesini setelah beberapa tahun tidak ke bukit jaddih entah karena lagi pandemi yang datang kesini jauh lebih sedikit daripada dulu malah tadi saja sendiri saja yang datang di pintu masuk ada retribusi seikhlasnya habis itu masuk terus saja dulu disini ada kolam renang yang bagus dan rame sekarang sudah tidak berfungsi lagi tidak ada air di kolamnya tidak tau kenapa setelah itu nyobain ke arah danau dan goa pote disitu mobil masuk bayar rb dari situ mobil diparkir terus jalan nah pas jalan itu ada kakak yang semacam tur guide dan bisa bantu motoin yang ngikutin kita yasudah diakhir kita kasih seikhlasnya overall ya lumayan lah wisata ini semestinya bisa ditingkatkan tentunya dengan sinergi semua belah pihak dan yang pasti tetap harus memenuhi prokes
5,mirip tebing breksi bagus juga
4,itu adalah tempat yang indah tetapi sulit untuk sampai ke sana
3,kalau pertama kali kesini jika menggunakan maps harus benar teliti karena kurang akurat tempatnya masuk ke perkampungan gitu akses jalan dari pintu masuk madura ke lokasi masih bagus hanya waktu masuk ke buktinya saja yang rusak karena tanah kapur
5,titik foto yang keren banged walau puanas
4,masuk gang pertama kali bayar seikhlasnya gitu ke warga lalu mau masuk areanya bayar lagi rb untuk mobil pas sudah di areanya yang luas itu nanti kita bisa milih di area tertentu yang sepertinya dimiliki oleh bedabeda orang kalau aku kemarin masuk di area yang ada genangan air seperti gambar ditarik karcis rb per orang sebenarnya panas di daerah ini jadi lebih baik disiapkan payung atau kalau tidak gitu datang pagipagi sekali waktu itu ke sini lagi mendung dan anginnya semilir terus pas di danaunya ada fasilitas sewa perahu yang biayanya rb per orang ini murah sekali karena bisa dibantu ngefotokan sama kakak yang jaga perahunya baik sekali orangnya ramah di sana disediakan toilet tapi sayangnya kurang bersih lalu ada banyak warung yang jual mie dan minuman juga ada yang jual sovenir fasilitas kolam renang juga ada di sini tapi kurang tau htmnya karena waktu itu tidak masuk ke sana
5,alam yang terbentuk dari tetes keringat penduduk keindahannya terlihat namun belum nampak kepedulian dari penguasa desa perlu komitmen bersama untuk menjadikan desa wisata yang ramah pada pengunjung jika itu terjadi insyaaallah makmur penduduk sekitarnya
4,bagus sih hanya sayang airnya sekarang warnanya ijo wkwk beda sama foto yang digugel masih biru terus banyak sampah juga semoga kedepannya bisa lebih memperhatikan kebersihan baik pengelola dan pengunjung
4,hari ini kesana tempat sepi ada pengunjung cumak ndak banyak tempat e bagus keren tidak terlalu panas sih menurutku terus soal pungli sih tidak terlalu merasakan sih cumak kena saja terus medan nya lumayan oke lah ada wahana naik perahu per orang bisa dayung sendiri atau minta di dayung kan sekalian kalau aku sih milih di dayung kan soal nya bisa minta sekalian di foto kan pokok nya tidak nyesel deh kesana
4,view cukup bagus namun perlu ditambahkan atap peneduh agar pengunjung tidak kepanasan di siang hari juga perlu dibangun pagar dan tangga demi keselamatan bersama
5,pemandangan exotik asri n indahcuman harus dikelola oleh satu instansi atau swasta yang berpengalaman supaya tidak semrawut terutama mengenai jalur masuk nya retribusi nya
4,tempat yang bagus
5,lumayan mempesona hanya kli siang kurng bagus saran buat yang mau kesini pagi sekali atau sore sklian
5,pengalaman yang baik
4,exotic buat background pemandangan
5,asri
3,lumayan
4,bagussebagai destinasi wisata
1,banyak pungli masuk motor hari selasa masuk portal bayar rborang masuk dikasih tiket warna pink masuk lagi ke parkiran ditagih rb orang
3,bagus ada beberapa spit foto namun cuaca biasanya terik dan tempat jauh dari parkiran mobil butuh banyak jalan
5,sangat unik
4,view nya bagus tempatnya dingin dan sejuk
4,panas panase hawa nek dunya sing ngrassakne wong banyak hehehehheehe panase ati rasakne dewe
3,area pertambangan batu kapur
2,tidak memuaskanecewa
5,keren sekali tempatnyainstagramable tapi ada yang perlu diperbaikiyaitu akses jalan menuju lokasi ada beberapa titik pungli dan juga toitel nya perlu penerangan yang cukup selebihnyakerenbagus dan okey
4,danaunya tidak biru lagi
5,ini juga bagus pemandangannya
5,keren
4,bekas galian tambang batu kapur
5,bukit jeddih punyaku village
5,sebenar nya bagus dibuat wisata keluarga atau wisatawan luar kota hanya sedikit kurang sentuhan tata kelola dan pengelolaan jd terkesan tidak terurus seperti wisata bukit jeddih perlu studi banding ke stigi yang berada di kawasan gresik saporah
4,jalanan k tempat agak susah lagi beruntung karena hari biasa dan siang hari jadi tidak ada pengunjung lain serasa vip kakak nya baik sekali nunjukin tempat foto semi tur guide sekaligus jd fotografer
4,tiket masuk rb per kepala
4,serasa lagi di bukit manaaa gitu hehe rt padahal di madura
1,ngeri banyak pungliheran aku apakah stigma negatif tentang area pulau ini bisa hilangterlalu banya orang yang aji mumpung dan tidak sungkan minta duitngga malu punglikek mau nolong arahin ujungnya ya minta duitpadahal kalau dikelola profesional cukup bagus
3,tidak alami karena buatan manusia
3,tidak terawat dengan baiksepi mungkin saat pandemi di akses jalan menuju bukit jaddih memprihatinkan
4,cukup indah perpaduan alam dengan intruksi manusia hanya pelayanannya kurang
5,bagus tempatnyapelayanan nya sangat memuaskan
2,sptnya sdh tidak semenarik waktu awal dibuka ditambah banyaknya yang melakukan pungutan yang tidak resmi minim sarpras penunjang kurangnya petunjuk jalan ke tempat wisata dimaksud ditambah pandemi menjadikannya sepi pengunjung kasihan orang yang benar bekerja disitu dengan sungguh seperti penarik perahu dan penjual sptnya faktor utama terlalu banyak pungli dan ketidak jelasan pengelolaan semoga kedepannya bisa diperbaiki semuanya agar para pekerja yang menggantungkan hidupnya di sektor pariwisata tersebut bisa bertahan tumbuh dan berkembang
3,panasss tapi okey lah mantap
5,situs eksotis
5,titik foto keren untung pas datang suasana tidak panas jd bisa dapat hasil foto yang bagus cm akses masuk ke jaddih jalannya tidak rata
4,asyik hanya waktu itu sepi ya karena masih ada corona tapi ya ada saja pengunjung
4,tempat cukup bersih dan menarik tapi sayangnya kebanyakan pungutan masuk pertama mau masuk lokasi dikenakan rb per kendaraanlalu mau masuk parkir di tarik lagi pungutan rb per orang karena kami ber maka total biaya masuk nya rb
3,kesini karena isengsilahkan kalau mau kesini hanya jangan kaget kalau kena biaya karcis berlapis
5,siang hari panas sekali
4,bagus aku suka hanya ases jl saja perlu diperbaiki
5,bagus
4,keren aksesnya yang susah masih jadi satu dengan truk material
5,bagus
5,sangat cocok untuk foto foto
5,jika tidak di kelola dengan baik aku khawatir tempat ini makin lama akan punah karena banyaknya penambang batu yang membuat cepat habis bebatuan di tempat wisata ini
5,luar biasa
5,bagus
4,lokasi nya bagus
5,keren tempatnya hanya belum teroganisir dengan baik banyak sekali bayarnya di awal bayar k masuk lagi bayar k terus parkir bayar k lagi siapin uang ya teman
5,indah sekali
1,akibat keserakahan manusia bukit jaddih lama akan hilang
5,untuk swafoto bagus
3,dulu ramaikini sepi karena pendemibuat pengelola ditambahkan jaring di atas supaya tidak terlalu panassaya tanggal maret kasihan warungnyakurang promosi di medsos pengelolanya
5,menyesap
1,pemandangannya bagus
4,siips indah pokoknya seperti tebing breksi di jogja
5,sore kereeen
5,kawasan wisata alamiah
5,keren sekali
5,dari pasuruan harus lewat surabaya
4,instagramablebagus tapi akses nya kurang bagusjalan nya jelekbanyak pungutan untuk pembangunan jalan tapi jalannya masuknya jelektp terobati dengan view yang bagus
5,tempat yang lumayan bagus sepi sekali waktu kesini cocok buat liburan rame rame bareng panas sekali tapi kebantu angin yang lumayan kencang x tarif di pintu awal dan pintu akhir tempat bersih penuh kapur dari ujung ke ujung banyak warung juga jadi tidak perlu khawatir kalau haus maupun lapar karena banyak orang jualan pas juga buat kumpul ada banyak titik untuk foto selfi ada perahu hias juga hanya bayar per orang sudah bisa di ajak keliling menulusuri danau sampai goa putih tempat nya sangat luas lumayan bersih orang nya ramah dan sopan dan selamat datang sekali sama pendatang recommended sekali ini wisata salah satu yang ada di madura bangkalan jatim terima kasih sukses selalu
4,jangan kesini pas siamg hari ya alamat tidak bisa foto
3,jalannya itu lho bergelombang
1,kurang tertata dengan baik
5,tempat yang sangat bagus
5,cantik ada rakit yang bapak pengemudinya bisa mengarahkan gaya foto
3,panas
5,tempatnya bagus masuk mobil dan perorangan bagus tempat foto
4,mungkin itu adalah tambang batu kapur tapi ini jelas merupakan salah satu hotspot lokal di dekat surabaya ada pria aneh dia akan menjadi fotografer yang baik untuk kamu dan keluarga kamu dia membuat kenangan indah bagi kami
4,tempat buat rekreasi kluarga yang menawarkan pemandangan dari atas bukit tapi tiap pindah tepat bayar karena beda wilayah kolam renang raksasa di bawah nya juga enak buat berenang tapi panas tanpa ada atap di atas nya fasilitas lengkap termasuk toilet kamar mandi ruang ganti baju warung
5,tanbatan pangkalan bomas
5,mantap
5,tempat wisata dengan view yang bagus
3,banyak bayar parkir
4,jalannya menuju lokasi kalau dari arah suramadu seperti jalan kampung
5,recomended untuk dikunjungi para warga madura dan surabaya raya bagus lokasinya
1,terlalu banyak punglisiapin banyak uang recehan kalau kesana
5,bagus tempatnya
5,bagus kok yang penting angle dan kameranya juga mendukung tebing breksinya madura ini
5,bukit unik dari hasil karya penambang batu
1,tidak sesuai gambar yang di blogger atau google biasa saja dan kotor airnya jauh sekali dan kebanyakan bayar
4,sebenarnya tempatnya asyik mungkin karena kurang perawatan dan akses jalannya yang tidak enak
1,banyak pungli siap siap uang banyak saja tempat wisatanya hanya danaunya jadi tidak begitu luas tidak sesuai ekspektasi kalau kesana mending langsung masuk ke bagian danaunya saja paling sedikit bayar x pintu masuk danau sama masuk ke bukitnya tapi aku saranin jangan kesana pasti nyesel kalau kesana sebenarnya ini tambang kapur yang masih beraktifitas banyak excavator dan truk lalu lalang tidak ada pemandu arah dsb tidak cocok buat wisata apalagi yang dari jauh aku saranin cancel saja
3,perlu dikembangkan lagi
5,bagus
5,cukup melelahkan sih bisa ke bukit kapru ini sebab map nya tidak sesuai dengan titik lokasi wisata nya jadi buat google agar data map di benerin lagi agar pengunjung baru tidak kesasar sesuai titik jalan ke tempat wisata nya
1,tempat ndk sesuai dengan fotoair nya kumuh
5,bagus pemandangannya
5,tempat yang eksotis
5,tempat luar biasa cocok untuk liburan singkat
2,banyak pungli dari warlok
5,waooowww kereeeeen
5,josss masih buka
5,kalau kamu menyeberang jembatan suramadu jangan lupa ketempat inipulangnya singgah dibebek sinjaidan belanja batik madura di athaya
1,kecewa
5,tambang tersebut telah menjadi destinasi wisata dan titik instagrammable ada tempat yang diukir dari batu agar terlihat seperti taman dan ada pula yang dibentuk seperti lesung seperti arena sehingga terlihat bagus di foto
4,salah satu wisata alam di madura yang wajib dikunjungin tempatnya keren tetapi sayangnya banyak pungli semoga kedepannya tidak banyak pungli dan lebih aman saran kalau datang kesini saat langit cerah karena kalau hujan licin
1,tempatnya sudah tidak bagus lagi jalannya menuju ke lokasi rusak parah karena banyak truk pekerja yang bawa kapur tidak recommended deh kalau mau wisata kesana tidak sesuai ekspetasi
